dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2009-05-22,-5.226570281,-11.08929301,-3.823834677,-8.513595306,-4.688189316,-3.607665936,-7.277000637,-4.881824759,-10.34622491,-5.923697588,-5.062127313,-3.352603879,-4.514233922,-2.200244935,-11.04351928,-2.771972949,-3.490121515,-2.635018456,-4.21609433,-3.128140901,-5.062962091,-5.842643498,-2.390033189,-3.274547269,-4.640589259,-5.756941588,-4.125663132,-4.070515411,-4.4448854,-3.429243535
2009-05-26,-5.250844236,-10.98141143,-3.827536479,-8.457049099,-4.673952138,-3.487431284,-6.898536619,-4.651558248,-10.28424879,-5.698073716,-4.748300122,-3.389334384,-4.491801823,-2.154209805,-10.70135146,-2.733114156,-3.574816346,-2.63501822,-4.00961825,-2.967721702,-4.995215452,-5.736061018,-2.151962876,-2.696407572,-4.581906452,-5.531926561,-4.486813503,-4.049623385,-4.420599421,-3.316847977
2009-05-27,-5.236225481,-10.49513812,-3.604649967,-8.423145557,-4.862985017,-3.377622892,-6.884430287,-4.53114983,-10.23008054,-5.483050772,-4.246224481,-3.401814122,-4.474433196,-2.093572952,-10.4958752,-2.59490519,-3.731264818,-2.6350185,-3.966978542,-3.273547835,-4.979226897,-5.466833393,-2.009947762,-3.193138031,-4.671717509,-5.318240311,-4.180620437,-4.026293644,-4.408792557,-3.258142937
2009-05-28,-5.054999063,-10.80219189,-3.774779119,-8.367309769,-4.897855431,-3.46205944,-6.441708487,-4.955642595,-10.17323904,-5.47951606,-4.171974969,-3.815662236,-4.368264065,-2.614116137,-10.8789354,-2.80704257,-3.780974738,-2.635018357,-3.777334325,-3.11584834,-4.758010839,-5.692886809,-2.978285932,-3.791163764,-4.64852661,-6.63568123,-3.868162405,-4.028635115,-4.387063771,-3.471432762
2009-05-29,-4.934243755,-10.31914612,-3.528216242,-8.311879297,-4.853586941,-3.354480813,-6.102980397,-4.630958845,-10.11490995,-5.633313788,-3.793073703,-3.551737631,-4.323897313,-2.36056103,-10.6401428,-2.661926536,-3.660883257,-2.635018141,-3.618129844,-3.316976964,-4.660720787,-5.303293866,-2.490015942,-3.181511667,-4.647663219,-6.366961253,-3.976549664,-4.005466091,-4.363597651,-3.396031083
2009-06-01,-4.849739141,-9.856164673,-3.304570514,-8.293124216,-4.412980384,-3.25578868,-6.071317956,-4.365870603,-10.06184297,-5.421611938,-4.071276837,-3.316642986,-4.196964028,-2.30438233,-10.23856632,-2.993289827,-3.618837195,-2.635017932,-3.952440889,-3.552755726,-4.662979659,-5.5488146,-2.594971757,-2.640178042,-4.591832262,-6.111525984,-4.329131947,-3.98247514,-4.340045778,-3.272421516
2009-06-02,-4.820003345,-9.422118219,-3.244774175,-8.447070882,-4.790509152,-3.169884829,-6.31801567,-4.263757868,-10.01685425,-5.220827724,-3.713645981,-3.20062805,-4.246069198,-2.255337841,-10.02303305,-2.867466326,-3.577398738,-2.635018452,-3.763603589,-3.796787576,-4.674013967,-5.819896988,-2.26794384,-3.898965253,-4.537265039,-5.868780992,-4.05102381,-3.959661504,-4.333520689,-3.423075006
2009-06-03,-4.77935869,-10.07263129,-3.122019706,-8.391030717,-4.532188198,-3.087424403,-6.505801602,-4.004581024,-9.956623724,-5.030491667,-3.772193869,-3.460254688,-4.31667174,-2.14257195,-10.2727633,-2.81678501,-3.490184519,-2.635018251,-3.614296916,-3.518727182,-4.785646098,-5.843760264,-2.077649563,-3.009570614,-4.485244364,-5.638158428,-3.792724772,-3.937024432,-4.312087844,-3.37012125
2009-06-04,-4.752807963,-9.663181265,-3.437377634,-8.335419273,-4.570630382,-3.194129286,-7.043043463,-3.808174545,-9.89878916,-4.868100846,-3.883589699,-3.18956677,-4.360451572,-1.921781035,-9.97638123,-2.98928102,-3.417426263,-2.635018017,-3.462139635,-3.689799789,-4.609393358,-5.663705818,-1.96649686,-3.137989722,-4.455279541,-5.462088746,-4.163872215,-3.914563266,-4.311396797,-3.37070348
2009-06-05,-4.746613568,-9.233435249,-3.318250411,-8.361273581,-4.568150509,-3.110893276,-6.722064245,-3.586868081,-9.844276476,-4.69637246,-3.56537377,-2.869098698,-4.299525954,-2.017749038,-9.699922233,-2.934605161,-3.415876847,-2.63501779,-4.169731974,-3.687523701,-4.649955483,-5.786190814,-2.176877653,-2.662829912,-4.400803945,-5.251932084,-4.155657023,-3.892277565,-4.287807791,-3.295591725
2009-06-08,-4.729946295,-8.89484119,-3.20753012,-8.313065294,-4.460750238,-3.062815396,-6.773636564,-3.579948325,-9.785864484,-4.692497,-3.313263828,-2.67248348,-4.326412226,-1.79186621,-9.531008281,-2.942361846,-3.342020115,-2.635017682,-4.251796546,-3.834094355,-4.560215081,-5.723164945,-2.142204611,-2.809165237,-4.351085146,-5.052438428,-4.086930558,-3.872193427,-4.264787593,-3.180522657
