Dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2000-02-25,-7.994308,-6.8357953,-7.2666058,-6.7990862,-9.6422721,-5.0522666,-6.5861509,-6.7187271,-5.1591281,-6.482715,-6.3300317,-5.0880017,-7.0682994,-4.6677086,-6.1423397,-5.3326233,-5.6080413,-5.2028694,-5.5777459,-4.8968223,-6.9624845,-5.3113201,-5.5371849,-5.891936,-6.553827,-5.6554731,-12.8478558,-5.8675233,-8.4435216,-5.1207957
2000-02-28,-8.4987594,-6.9962612,-7.2685937,-6.6304586,-9.6917416,-4.9170391,-6.430172,-8.0389713,-5.4024177,-6.2921503,-6.4988805,-5.153713,-6.9311432,-4.552549,-5.973245,-5.3059258,-5.4877654,-6.4749482,-5.1792584,-5.5185086,-5.8236451,-5.2472094,-5.7707907,-5.7518176,-6.1881992,-5.3642248,-10.7801758,-5.7519526,-9.5734017,-5.1472241
2000-02-29,-8.3333915,-7.4978103,-7.139889,-6.4550593,-8.7937935,-5.3981234,-6.2844154,-8.5689541,-5.4205431,-7.1158463,-6.5284582,-5.3386455,-6.8643887,-4.2163021,-5.9623698,-5.0976134,-5.3283434,-5.9481164,-5.2308408,-5.1942245,-8.1317219,-5.0723834,-6.1103208,-5.6791267,-6.652099,-5.2060152,-8.7423635,-6.1005783,-9.3199982,-5.2717016
2000-03-01,-8.1069567,-7.2866914,-6.9706643,-6.391783,-8.036114,-5.2374317,-6.0982217,-8.5511198,-5.3563792,-6.9165788,-6.7433843,-5.2796253,-7.1665892,-4.009283,-5.8852177,-5.1180263,-5.2748935,-5.6572653,-5.130975,-5.2304011,-5.9149849,-4.7424559,-5.9140696,-5.5156415,-6.4925267,-5.4298318,-7.4282808,-5.9325906,-9.0354817,-5.2752585
2000-03-02,-12.6729003,-7.0799873,-6.7797174,-6.1443051,-7.4911538,-5.093807,-6.4047442,-8.1844897,-5.2309158,-6.9466447,-6.5766061,-5.3153732,-7.0820815,-4.0334485,-5.904361,-5.577408,-5.1841359,-5.5798202,-5.2245418,-5.0247876,-5.5236535,-4.580991,-5.69157,-5.3547558,-10.339675,-5.0694405,-10.5575172,-8.4743548,-8.7812984,-5.1389975
2000-03-03,-11.9461265,-6.9158072,-6.5991577,-6.0080012,-6.9997326,-4.9461076,-6.4906036,-7.7222346,-5.2603515,-6.7595705,-6.4214508,-5.3588725,-7.0605106,-3.8009129,-5.8373626,-5.6713516,-5.0788457,-5.0956188,-5.0822,-5.1817516,-7.8541401,-4.4080601,-5.5504845,-5.1979194,-11.4044807,-4.7902038,-9.9774907,-9.2857967,-8.7231404,-5.0163002
2000-03-06,-11.0527806,-6.7123029,-6.3958891,-6.5210666,-6.987437,-4.8672307,-8.2720231,-8.4008836,-5.3540809,-6.5334595,-6.4852305,-5.7371996,-6.623948,-3.6439147,-5.6208182,-5.491241,-5.4802701,-5.5479549,-5.1354969,-5.3082864,-5.3803812,-4.4513432,-5.3708932,-5.1392303,-10.7383927,-4.5418435,-9.277956,-8.0087841,-8.6084487,-4.9544395
2000-03-07,-10.0158259,-6.7449816,-6.3437112,-6.3518797,-6.6573871,-4.7492196,-8.3887486,-7.9749119,-5.2257526,-6.3192594,-6.9099014,-6.1127901,-6.5195499,-4.7037576,-5.7119979,-5.459413,-5.4402573,-5.4641262,-5.084068,-6.7296324,-6.5179838,-4.8734188,-5.1935742,-5.3607285,-10.7111514,-4.3251253,-9.0231176,-8.0078131,-8.6321957,-5.1937073
2000-03-08,-9.4032436,-6.6706053,-6.4228052,-7.4157795,-6.7471219,-6.7116683,-11.2911659,-7.5144255,-5.8544148,-6.4445591,-6.8309264,-5.8567805,-6.4893079,-4.7021697,-5.6752494,-5.6661472,-6.0044758,-6.3657932,-5.2614315,-6.3931568,-6.036292,-6.0757875,-16.6484157,-5.2393065,-10.4206588,-4.2829768,-11.4119331,-7.7347532,-9.1812695,-7.1029954
2000-03-09,-8.8319199,-6.6672525,-6.3372295,-7.3690678,-6.3548565,-6.5013667,-10.8620762,-7.4306971,-5.6745517,-6.253361,-6.7253821,-5.8676676,-6.6073227,-5.0518038,-5.8209643,-5.5158472,-5.9884251,-6.227941,-5.3091894,-6.1877991,-6.0563713,-8.300572,-16.2305096,-5.2734657,-9.8125374,-4.1860463,-9.9266777,-8.091733,-8.6987764,-6.8130906
